baseline,language,taskset,execution,chunk_size,nrow,time
JsonJava,Java,false,Total,1000000,15000000,5747918
JsonJava,Java,false,IO,1000000,15000000,338325
JsonJava,Java,true,Total,1000000,15000000,5273372
JsonJava,Java,true,IO,1000000,15000000,372598
FlatBuffersJava,Java,false,Total,1000000,15000000,418228
FlatBuffersJava,Java,false,IO,1000000,15000000,244524
FlatBuffersJava,Java,true,Total,1000000,15000000,451263
FlatBuffersJava,Java,true,IO,1000000,15000000,271789
HandcodedCPP,CPP,false,IO,1000000,15000000,168386
HandcodedCPP,CPP,false,Total,1000000,15000000,512712
HandcodedCPP,CPP,true,Total,1000000,15000000,537873
HandcodedCPP,CPP,true,IO,1000000,15000000,169401
inPlaceCPP,CPP,false,IO,1000000,15000000,255849
inPlaceCPP,CPP,false,Total,1000000,15000000,607184
inPlaceCPP,CPP,true,Total,1000000,15000000,654307
inPlaceCPP,CPP,true,IO,1000000,15000000,255951
BoostCPP,CPP,false,IO,1000000,15000000,173793
BoostCPP,CPP,false,Total,1000000,15000000,2035260
BoostCPP,CPP,true,Total,1000000,15000000,2000356
BoostCPP,CPP,true,IO,1000000,15000000,174685
ProtoBufCPP,CPP,false,IO,1000000,15000000,147329
ProtoBufCPP,CPP,false,Total,1000000,15000000,690232
ProtoBufCPP,CPP,true,Total,1000000,15000000,689292
ProtoBufCPP,CPP,true,IO,1000000,15000000,147252
BsonCPP,CPP,false,IO,1000000,15000000,353190
BsonCPP,CPP,false,Total,1000000,15000000,14900900
BsonCPP,CPP,true,Total,1000000,15000000,14939620
BsonCPP,CPP,true,IO,1000000,15000000,353374
FlatBufCPP,CPP,false,IO,1000000,15000000,226289
FlatBufCPP,CPP,false,Total,1000000,15000000,663657
FlatBufCPP,CPP,true,Total,1000000,15000000,669217
FlatBufCPP,CPP,true,IO,1000000,15000000,226447
